lemma	pos	count
なんぼ	PART	2
なー	PRON	2
なー	PROPN	2
に	ADJ	2
におい	AUX	2
にこっ	ADV	2
にっちもさっちも	PRON	2
にて	AUX	2
にべ	NOUN	2
にほん	PROPN	2
にゃ	VERB	2
にゃー	NOUN	2
にやける	VERB	2
にやにや	ADP	2
にやり	ADV	2
にやり	VERB	2
にょっきり	ADV	2
にわとり	NOUN	2
にんにく	ADJ	2
にー	PROPN	2
ぬいぐるみ	ADV	2
ぬかり	NOUN	2
ぬらす	VERB	2
ぬるい	NOUN	2
ね	CCONJ	2
ね〜	PART	2
ねぇ	ADV	2
ねぇ	NOUN	2
ねえ	VERB	2
ねぐら	NOUN	2
ねじれる	VERB	2
ねね	PART	2
ねむい	VERB	2
ねんね	PART	2
の	ADJ	2
のがす	VERB	2
のく	NOUN	2
のこのこ	DET	2
のたりのたり	NOUN	2
のち	SCONJ	2
のちほど	ADV	2
のっぴき	ADV	2
のびのび	ADV	2
のぼる	NOUN	2
のめる	VERB	2
のる	ADV	2
のれる	VERB	2
のろい	NOUN	2
のろま	NOUN	2
のんびり	VERB	2
は	CCONJ	2
は	INTJ	2
はぁ	INTJ	2
はぁ	PRON	2
はあ	CCONJ	2
はあはあ	PRON	2
はい	ADP	2
はい	PROPN	2
はいはい	NOUN	2
はえ	NOUN	2
はかどる	NOUN	2
はかない	VERB	2
はからい	NOUN	2
はかり	NOUN	2
はがれる	VERB	2
はぐくむ	VERB	2
はけ口	NOUN	2
はさめる	VERB	2
はしか	ADJ	2
はじめて	VERB	2
はじめる	ADV	2
はた	NOUN	2
はたらき	NOUN	2
はちきれる	VERB	2
はっ	ADV	2
はなし	NOUN	2
はなつ	VERB	2
はねかす	VERB	2
はは	ADP	2
はばかる	VERB	2
はばたく	VERB	2
はびこる	VERB	2
はま	ADP	2
はや	ADV	2
はやり	VERB	2
はらぺこ	PROPN	2
はらむ	VERB	2
はらわた	NOUN	2
はらわた	PRON	2
はる	PROPN	2
はるばる	ADJ	2
はるばる	VERB	2
はー	PROPN	2
ばか	NOUN	2
ばかばかしい	ADP	2
ばかばかしい	PART	2
ばく大	ADV	2
ばしか	AUX	2
ばっかし	ADP	2
ばったり	AUX	2
ばらばら	NOUN	2
ばり	ADV	2
ばーか	PART	2
ぱちり	ADV	2
ぱねる	VERB	2
ぱらつく	VERB	2
ぱらぱら	ADV	2
ぱる	VERB	2
ぱんぱん	ADJ	2
ひ	VERB	2
ひいき	NOUN	2
ひいひい	ADJ	2
ひいひい	NOUN	2
ひえ	VERB	2
ひかえ目	NOUN	2
ひき肉	VERB	2
ひさしい	NOUN	2
ひじょう	ADJ	2
ひたむき	ADJ	2
ひたる	VERB	2
ひっくりかえす	VERB	2
ひつじ	NOUN	2
ひときわ	ADV	2
ひとつまみ	NOUN	2
ひとりぼっち	ADJ	2
ひと夏	NOUN	2
ひと時	NOUN	2
ひと泳ぎ	VERB	2
ひどい	NOUN	2
ひなぎく	NOUN	2
ひなびる	VERB	2
ひびき	NOUN	2
ひも	ADP	2
ひやかす	VERB	2
ひょい	ADV	2
ひよこ	PROPN	2
ひらがな	NOUN	2
ひらひら	ADV	2
ひる	NUM	2
ひろし	NOUN	2
ひんぱん	ADJ	2
ひ弱	ADJ	2
び	VERB	2
びくっ	ADV	2
びっしょり	ADJ	2
びり	NOUN	2
びりびり	ADJ	2
びりびり	ADV	2
びりびり	NOUN	2
ぴかぴか	ADJ	2
ぴたり	ADV	2
ぴったし	ADJ	2
ふ	ADV	2
ふ	PROPN	2
ふい	ADJ	2
ふぅ	INTJ	2
ふぅ	PROPN	2
ふくよか	ADJ	2
ふくれっ面	VERB	2
ふさぐ	ADJ	2
ふさふさ	ADJ	2
ふためく	VERB	2
ふと	ADP	2
ふふ	ADV	2
ふむ	VERB	2
ふやける	VERB	2
ふりがな	NOUN	2
ふる	NOUN	2
ふわふわ	VERB	2
ふわり	ADV	2
ふーん	ADV	2
ふーん	INTJ	2
ぶかぶか	VERB	2
ぶさた	VERB	2
ぶち	NOUN	2
ぶっちゃける	ADJ	2
ぶっちゃける	VERB	2
ぶっつけ	NOUN	2
ぶつ	NOUN	2
ぶつくさ	VERB	2
ぶらぶら	ADV	2
ぷかぷか	ADV	2
ぷり	ADV	2
へ	ADV	2
へぇ	INTJ	2
へえ	INTJ	2
へこみ	NOUN	2
へそ	NOUN	2
へそくり	NOUN	2
へた	ADJ	2
へた	VERB	2
へっ	ADV	2
へばる	VERB	2
へび	NOUN	2
へー	INTJ	2
べ	ADV	2
べ	AUX	2
べたべた	VERB	2
べっぴん	ADJ	2
べっぴん	PROPN	2
べとべと	NOUN	2
ぺ	PROPN	2
ぺこぺこ	VERB	2
ぺちゃくちゃ	ADV	2
ぺろり	ADV	2
ほう	PROPN	2
ほうび	NOUN	2
ほうる	ADV	2
ほお	PROPN	2
ほおづえ	NOUN	2
ほがらか	ADJ	2
ほころび	NOUN	2
ほころびる	VERB	2
ほったらかし	ADJ	2
ほっぺ	PROPN	2
ほつれる	VERB	2
ほどよい	ADV	2
ほのめかす	ADJ	2
ほふく	ADJ	2
ほほえむ	NOUN	2
ほやほや	ADJ	2
ほら	PROPN	2
ほろ苦い	ADJ	2
ほろ酔い	NOUN	2
ほんっと	ADV	2
ほんの	ADV	2
ほんま	ADJ	2
ほ乳	NOUN	2
ぼ	ADJ	2
ぼうそう	NOUN	2
ぼう然	ADV	2
ぼかす	VERB	2
ぼく	ADV	2
ぼやける	VERB	2
ぼろぼろ	NOUN	2
ぼろ負け	NOUN	2
ぼんやり	NOUN	2
ぽい	ADJ	2
ぽい	VERB	2
ぽたぽた	ADV	2
ぽん	NOUN	2
ま	SCONJ	2
まあまあ	PROPN	2
まかる	VERB	2
まがい	NOUN	2
まがる	VERB	2
まぎれ	PART	2
まくす	VERB	2
まくり	NOUN	2
まさか	AUX	2
まさぐる	VERB	2
ましん	AUX	2
まじ	AUX	2
まじり	NOUN	2
ます	ADV	2
ますます	AUX	2
まず	ADJ	2
まずまず	ADV	2
またぐ	ADV	2
またぐ	VERB	2
またもや	ADV	2
まだ	ADP	2
まだ	NOUN	2
まちがう	PART	2
まっ	NOUN	2
まっぴら	ADV	2
まっ青	ADJ	2
まつ	ADV	2
まで	VERB	2
まと	NOUN	2
まぬけ	ADJ	2
まぬけ	NOUN	2
まね	PART	2
まみれる	VERB	2
まゆ	PROPN	2
まり	PROPN	2
まるで	VERB	2
まるまる	VERB	2
まれ	AUX	2
まんざら	ADJ	2
まんまと	ADJ	2
まん丸	NOUN	2
み	PRON	2
み	PROPN	2
みがき	NOUN	2
みずがめ	NOUN	2
みせびらかす	VERB	2
みぞれ	NOUN	2
みちる	VERB	2
みとめる	VERB	2
みな	ADJ	2
みやげ	NOUN	2
みるみる	ADV	2
むかえる	VERB	2
むかしむかし	ADV	2
むき	NOUN	2
むし暑い	ADJ	2
むだ使い	NOUN	2
むちゃ	ADJ	2
むちゃくちゃ	ADJ	2
むちゃくちゃ	ADV	2
むち打ち	NOUN	2
むやみやたら	NOUN	2
むり	NOUN	2
めいめい	ADV	2
めいめい	VERB	2
めきめき	ADV	2
めきめき	VERB	2
めぐみ	PROPN	2
めっちゃ	ADJ	2
めでたし	AUX	2
めとる	VERB	2
めぼしい	ADJ	2
めまい	VERB	2
めらめら	NOUN	2
める	VERB	2
めんどい	ADJ	2
めんどり	ADJ	2
もうけ	NOUN	2
もがく	NOUN	2
もぐもぐ	ADV	2
もじもじ	VERB	2
もぞもぞ	ADV	2
もたせる	VERB	2
もちいる	VERB	2
もちろん	INTJ	2
もったい	VERB	2
もってのほか	ADV	2
もつ	ADP	2
もて遊ぶ	VERB	2
もの	PART	2
ものもらい	NOUN	2
ものわかり	NOUN	2
もの凄い	ADJ	2
もの思い	NOUN	2
もめ事	NOUN	2
もも	ADP	2
もや	NOUN	2
もやし	NOUN	2
もやもや	ADV	2
もろ	NOUN	2
もん	PRON	2
ゃ	AUX	2
ゃ	NOUN	2
ゃ	NUM	2
や	SYM	2
やあ	PART	2
やあ	PROPN	2
やおや	PROPN	2
やけくそ	NOUN	2
やけっぱち	ADJ	2
やさしい	AUX	2
やじ馬	NOUN	2
やせる	ADV	2
やっき	ADJ	2
やつ	ADV	2
やつ	AUX	2
やつ	PART	2
やつれる	VERB	2
やばい	INTJ	2
やぶ	NOUN	2
やぶへび	NOUN	2
やまやま	ADJ	2
やみ	ADV	2
やめ	ADJ	2
やめれる	VERB	2
ややこしい	ADV	2
やら	NOUN	2
やり取り	NOUN	2
やる	PROPN	2
やるせ	VERB	2
やれ	AUX	2
やわらか	ADJ	2
やん	NOUN	2
やんちゃ	ADJ	2
ゆえ	ADV	2
ゆえ	CCONJ	2
ゆくゆく	ADV	2
ゆすぐ	VERB	2
ゆすり	NOUN	2
ゆっくり	ADJ	2
ゆみこ	PROPN	2
ゆる	VERB	2
ゆるい	VERB	2
よ	INTJ	2
よ〜	PART	2
ようる	VERB	2
よう子	PROPN	2
よけい	PROPN	2
よごす	VERB	2
よごれ	NOUN	2
よごれる	VERB	2
よし	AUX	2
よし	INTJ	2
よし	PART	2
よしあし	NOUN	2
よし子	PROPN	2
よじる	ADV	2
よじれる	VERB	2
よそ	NOUN	2
よそ行き	ADV	2
よどむ	VERB	2
よりどり	ADV	2
よりまし	ADP	2
よれよれ	NOUN	2
よろける	VERB	2
らち	NOUN	2
らむ	AUX	2
らる	AUX	2
らん	AUX	2
ら抜き	NOUN	2
りい	NOUN	2
りつ然	VERB	2
りよう	VERB	2
ろ	PROPN	2
ろくでなし	NOUN	2
ろくな	ADJ	2
ろくに	AUX	2
わぁ	CCONJ	2
わあ	PRON	2
わかい	ADJ	2
わかれる	VERB	2
わが社	NOUN	2
わな	PRON	2
わるい	VERB	2
われわれ	ADV	2
わんこ	NOUN	2
わー	ADV	2
わー	PART	2
ん	PROPN	2
んで	SCONJ	2
んな	PRON	2
ゝ	ADV	2
ゝ	VERB	2
ア	PROPN	2
アイザック	PROPN	2
アイリーン	PROPN	2
アウトドア	NOUN	2
アカデミー	NOUN	2
アク	NOUN	2
アクシデント	NOUN	2
アクセル	NOUN	2
アグレッシブ	ADJ	2
アコーディオン	NOUN	2
アジアゾウ	PROPN	2
アジト	NOUN	2
アスパラ	PROPN	2
アスパラガス	PROPN	2
アタック	VERB	2
アダルト	NOUN	2
アッ	ADV	2
アッパー	NOUN	2
アップル	NOUN	2
アトーレ	NOUN	2
アドバイザー	NOUN	2
アドリブ	ADJ	2
アナ	PROPN	2
アナライザ	NOUN	2
アナログ	NOUN	2
アニマル	NOUN	2
アニー	PROPN	2
アピール	NOUN	2
アピール	VERB	2
アフィ	NOUN	2
アベル	PROPN	2
アメジスト	NOUN	2
アメリカドル	NOUN	2
アメリカドル	PROPN	2
アライグマ	PROPN	2
アライヴ	NOUN	2
アラウンド	NOUN	2
アラバマ	PROPN	2
アラフォー	PROPN	2
アリア	PROPN	2
アリスター	PROPN	2
アリストテレス	PROPN	2
アリーナ	NOUN	2
アルカリ	NOUN	2
アルク	PROPN	2
アルゴリズム	NOUN	2
アルト	NOUN	2
アルマ	PROPN	2
アレクサンドリア	PROPN	2
アレッサンドロ	PROPN	2
アレンジ	VERB	2
アレンジメント	NOUN	2
アロイ	NOUN	2
アロハ	NOUN	2
アンカレッジ	PROPN	2
アンクレット	NOUN	2
アングル	NOUN	2
アンコール	NOUN	2
アンゴラ	PROPN	2
アンサンブル	NOUN	2
アンダー	NOUN	2
アンディー	PROPN	2
アントワープ	PROPN	2
アントン	PROPN	2
アンド	NOUN	2
アンドロイド	NOUN	2
アンネ	PROPN	2
アンバランス	ADJ	2
アンバランス	NOUN	2
アンフェア	ADJ	2
アヴリル	PROPN	2
アーカイブ	NOUN	2
アース	NOUN	2
アーチェリー	NOUN	2
アーモンク	PROPN	2
アーモンド	PROPN	2
アーロン	PROPN	2
イエスマン	PROPN	2
イオン	NOUN	2
イカす	VERB	2
イカれる	VERB	2
イコール	PROPN	2
イスタンブール	PROPN	2
イタリー	PROPN	2
イチゴ	ADV	2
イチゴ	PROPN	2
イチョウ	NOUN	2
イディッシュ	PROPN	2
イド	PROPN	2
イナゴ	NOUN	2
イノベーション	NOUN	2
イブ	PROPN	2
イマジナリー	ADJ	2
イメージ	VERB	2
イヤイヤ	NOUN	2
イヤーマフ	NOUN	2
イライラ	ADJ	2
インゴット	NOUN	2
インターリングア	NOUN	2
インテリア	NOUN	2
インド洋	PROPN	2
インフル	ADJ	2
インプット	NOUN	2
インポート	VERB	2
イースター	PROPN	2
イード	PROPN	2
ウィジェット	NOUN	2
ウィリアムズ	PROPN	2
ウィンク	VERB	2
ウィンター	NOUN	2
ウィンドウズ	PROPN	2
ウィンドー	PROPN	2
ウィンナー	NOUN	2
ウェイター	VERB	2
ウェイト	NOUN	2
ウェイトレス	PROPN	2
ウェスト	NOUN	2
ウェーブ	NOUN	2
ウエスタン	NOUN	2
ウエスト	PROPN	2
ウエーター	NOUN	2
ウォッチング	NOUN	2
ウォークマン	PROPN	2
ウォーズ	NOUN	2
ウォーミング	VERB	2
ウォール	NOUN	2
ウクレレ	NOUN	2
ウケる	VERB	2
ウザい	ADJ	2
ウッド	NOUN	2
ウロウロ	VERB	2
ウンコ	NOUN	2
エウォンド	PROPN	2
エキス	NOUN	2
エキゾチック	ADJ	2
エクセル	NOUN	2
エグゼクティブ	NOUN	2
エグゼンプション	NOUN	2
エジソン	NOUN	2
エスケープ	VERB	2
エステ	NOUN	2
エステティック	NOUN	2
エスプレッソ	NOUN	2
エチケット	NOUN	2
エディタ	NOUN	2
エドウィン	PROPN	2
エプロン	VERB	2
エマ	PROPN	2
エマニュエル	PROPN	2
エメラルド	PROPN	2
エリオット	PROPN	2
エリヤ	PROPN	2
エルベ	PROPN	2
エルメス	PROPN	2
エレガント	ADJ	2
エンジョイ	VERB	2
エンスト	NOUN	2
エンタテインメント	NOUN	2
エンター	NOUN	2
エントランス	NOUN	2
エヴァ	PROPN	2
エー	PROPN	2
オ	NOUN	2
オエッ	PROPN	2
オオカミ	ADJ	2
オオカミ	PROPN	2
オシッコ	NOUN	2
オシロ	NOUN	2
オスロ	PROPN	2
オセアニア	PROPN	2
オセロ	PROPN	2
オタマジャクシ	NOUN	2
オチ	NOUN	2
オナラ	NOUN	2
オニ	NOUN	2
オフィーリア	PROPN	2
オフレコ	NOUN	2
オブラート	PROPN	2
オマエ	PROPN	2
オムライス	NOUN	2
オリエンテーリング	NOUN	2
オリジナル	ADJ	2
オリヴァー	PROPN	2
オンドリ	PROPN	2
オーケー	NOUN	2
オートメーション	NOUN	2
オーバーラップ	VERB	2
オーボエ	NOUN	2
カイリー	PROPN	2
カイロ	NOUN	2
カウチ	PROPN	2
カウンセリング	NOUN	2
カウント	NOUN	2
カカオ	PROPN	2
カキン	NOUN	2
カキ氷	NOUN	2
カサカサ	ADJ	2
カステラ	NOUN	2
カズ	PROPN	2
カゼ	NOUN	2
カタい	ADJ	2
カチカチ	ADV	2
カチャカチャ	ADV	2
カッコ	ADJ	2
カッコ	VERB	2
カッコイイ	ADJ	2
カッコウ	NOUN	2
カツカツ	NOUN	2
カツラ	NOUN	2
カナ	NOUN	2
カニ	NOUN	2
カビリアン	NOUN	2
カビリー	PROPN	2
カフェインレスコーヒー	NOUN	2
カマンベール	NOUN	2
カミソリ	NOUN	2
カラカス	PROPN	2
カラカラ	ADJ	2
カラッ	ADV	2
カラント	NOUN	2
カルパス	PROPN	2
カルピス	PROPN	2
カンカン	NOUN	2
カンシャク	NOUN	2
カーター	PROPN	2
カーティス	PROPN	2
カートリッジ	NOUN	2
カーナビ	NOUN	2
カーニバル	NOUN	2
カーネーション	NOUN	2
カーフ	NOUN	2
カールトン	PROPN	2
ガガ	PROPN	2
ガキンチョ	NOUN	2
ガサガサ	ADJ	2
ガサガサ	ADV	2
ガス	VERB	2
ガタ	NOUN	2
ガタイ	NOUN	2
ガチガチ	ADJ	2
ガチャン	ADV	2
ガッツ	ADV	2
ガット	NOUN	2
ガッポリ	ADV	2
ガミガミ	ADV	2
ガラガラペッ	ADV	2
ガリガリ	ADJ	2
ガリガリ	ADV	2
ガンガン	ADV	2
ガンガン	VERB	2
ガード	PROPN	2
ガーリック	NOUN	2
ガーリック	PROPN	2
キウイ	PROPN	2
キスマーク	NOUN	2
キック	NOUN	2
キッド	NOUN	2
キップ	NOUN	2
キツイ	ADJ	2
キツネ	PROPN	2
キマる	VERB	2
キモい	ADJ	2
キャスター	NOUN	2
キャビア	PROPN	2
キャロライン	PROPN	2
キャンドル	NOUN	2
キャンバス	NOUN	2
キャンプファイヤー	NOUN	2
キュウリ	NOUN	2
キュロット	NOUN	2
キュー	NOUN	2
キョロキョロ	ADV	2
キラキラ	ADJ	2
キリキリ	ADV	2
キリル	PROPN	2
キレ	NOUN	2
キロ	VERB	2
キンカン	NOUN	2
キンカン	PROPN	2
キーワード	NOUN	2
ギア	NOUN	2
ギクリ	ADV	2
ギツネ	NOUN	2
ギブアップ	VERB	2
ギプス	NOUN	2
ギャーギャー	NOUN	2
ギラギラ	ADV	2
ギルモア	PROPN	2
クエスチョン	NOUN	2
クエン	PROPN	2
クエーサー	NOUN	2
クシ	NOUN	2
クシュネル	PROPN	2
クセ	NOUN	2
クソ	ADJ	2
クック	PROPN	2
クマ	ADJ	2
クミ	PRON	2
クヨクヨ	ADV	2
クライミング	NOUN	2
クライン	PROPN	2
クラウチ	NOUN	2
クラッカー	NOUN	2
クラッシック	NOUN	2
クリア	VERB	2
クリイム	NOUN	2
クリオール	NOUN	2
クリスティー	PROPN	2
クリストファー	PROPN	2
クリニック	NOUN	2
クリプレ	NOUN	2
クル	VERB	2
クルトン	PROPN	2
クルド	PROPN	2
クルミ	NOUN	2
クルーズ	PROPN	2
クロッカス	PROPN	2
クロッキー	PROPN	2
クローバー	ADJ	2
クローバー	NOUN	2
クール	NOUN	2
グズベリー	PROPN	2
グチグチ	NOUN	2
グッズ	NOUN	2
グッド	NOUN	2
グラアセ	PROPN	2
グラグラ	VERB	2
グラント	PROPN	2
グランプリ	NOUN	2
グリル	NOUN	2
グリンピース	PROPN	2
グリー	NOUN	2
グリーンピース	NOUN	2
グルジア	PROPN	2
グレアム	PROPN	2
グレイス	PROPN	2
グレッグ	PROPN	2
グーグー	ADV	2
ケイマン	PROPN	2
ケチる	VERB	2
ケチケチ	NOUN	2
ケニー	PROPN	2
ケモノ	PROPN	2
ケルト	PROPN	2
ケンタウリ	PROPN	2
ケント	PROPN	2
ケージ	NOUN	2
ケータイ	NOUN	2
ゲティスバーグ	PROPN	2
ゲージ	NOUN	2
コイル	NOUN	2
コク	NOUN	2
コスモ	NOUN	2
コットン	PROPN	2
コッペパン	PROPN	2
コテンパン	PROPN	2
コニャック	PROPN	2
コピペ	NOUN	2
コピペ	VERB	2
コペンハーゲン	PROPN	2
コミック	NOUN	2
コメディー	NOUN	2
コラボ	VERB	2
コルク	PROPN	2
コロコロ	ADV	2
コロラド	PROPN	2
コロン	PROPN	2
コロンビア	PROPN	2
コンコン	ADV	2
コンサルティング	NOUN	2
コンセンサス	NOUN	2
コンテンツ	NOUN	2
コンディション	NOUN	2
コンバインド	NOUN	2
コンパ	NOUN	2
コンビニ	PROPN	2
コンビニエンス	NOUN	2
コンフオルタブル	ADJ	2
コンプレックス	NOUN	2
コンロ	NOUN	2
コーチ	VERB	2
コーヒー	VERB	2
コール	VERB	2
コーン	PROPN	2
コーンスターチ	NOUN	2
コーンフレーク	NOUN	2
ゴア	PROPN	2
ゴシック	NOUN	2
ゴッホ	PROPN	2
ゴハン	ADJ	2
ゴメン	NOUN	2
ゴリゴリ	VERB	2
ゴーグル	NOUN	2
ゴージャス	ADJ	2
ゴースト	NOUN	2
ゴードン	PROPN	2
ゴールキーパー	NOUN	2
サイエンス	NOUN	2
サイクル	NOUN	2
サイダー	NOUN	2
サイフ	NOUN	2
サイモン	PROPN	2
サイレント	NOUN	2
サインペン	NOUN	2
サクランボ	PROPN	2
サケ	NOUN	2
サソリ	NOUN	2
サタン	PROPN	2
サッカー	VERB	2
サッサと	PROPN	2
サッパリ	ADV	2
サテライト	NOUN	2
サファリ	NOUN	2
サブマリン	NOUN	2
サヨナラ	NOUN	2
サンディエゴ	PROPN	2
サンドウィッチ	NOUN	2
サンバ	NOUN	2
サー	PROPN	2
サーバ	NOUN	2
サーモスタット	NOUN	2
ザ	NOUN	2
ザワークラウト	NOUN	2
ザンビア	PROPN	2
ザーッ	ADV	2
シアター	NOUN	2
シアトル	PROPN	2
シェケル	PROPN	2
シェパード	PROPN	2
シェリー	NOUN	2
シェリー	PROPN	2
シェルター	NOUN	2
シェーバー	NOUN	2
シカ	NOUN	2
シカゴ	NOUN	2
シスチン	NOUN	2
システィナ	NOUN	2
シック	ADJ	2
シティ	NOUN	2
シャットアウト	NOUN	2
シャフト	NOUN	2
シャベル	PROPN	2
シャンデリア	NOUN	2
シャンピニオン	NOUN	2
シャープ	ADJ	2
シャーレイ	PROPN	2
シュミット	PROPN	2
シュメール	PROPN	2
シュレッダー	PROPN	2
シュレーディンガー	PROPN	2
シユウ	PROPN	2
ショウ	NOUN	2
ショッキング	NOUN	2
ショッピング	VERB	2
ション	VERB	2
ショート	ADJ	2
ショートカット	NOUN	2
ショーン	PROPN	2
シリウス	PROPN	2
シリンダー	NOUN	2
シルク	NOUN	2
シンク	NOUN	2
シンク	PROPN	2
シンディー	PROPN	2
シンナー	NOUN	2
シンメトリー	NOUN	2
シーガル	PROPN	2
シーザー	NOUN	2
シーソー	NOUN	2
シーフード	PROPN	2
ジェフリー	PROPN	2
ジェン	PROPN	2
ジェンキンズ	PROPN	2
ジェンダー	NOUN	2
ジオパーク	NOUN	2
ジグソー	PROPN	2
ジッパー	PROPN	2
ジブラルタル	PROPN	2
ジャイアン	PROPN	2
ジャグリング	NOUN	2
ジャスティン	PROPN	2
ジャッキー	PROPN	2
ジャパン	NOUN	2
ジャマイカ	PROPN	2
ジャーナリズム	NOUN	2
ジュニア	NOUN	2
ジュリアン	PROPN	2
ジュンコ	PROPN	2
ジューサー	NOUN	2
ジュール	PROPN	2
ジューン	PROPN	2
ジョエル	PROPN	2
ジロジロ	PROPN	2
ジンジャー	NOUN	2
ジンバブエ	PROPN	2
スイマー	NOUN	2
スイミング	NOUN	2
スエズ	PROPN	2
スカイ	NOUN	2
スカイツリー	NOUN	2
スカイプ	VERB	2
スカイライナー	NOUN	2
スキャン	VERB	2
スキル	NOUN	2
スキン	NOUN	2
スキー	PROPN	2
スクエア	NOUN	2
スクラントン	PROPN	2
スクリュー	NOUN	2
スクロール	VERB	2
スクワット	NOUN	2
スクーリング	NOUN	2
スケレトン	PROPN	2
スケーター	NOUN	2
スケートボード	NOUN	2
スケール	NOUN	2
スコッチ	PROPN	2
スゴイ	ADJ	2
ススメる	NOUN	2
スタテル	NOUN	2
スタディアム	NOUN	2
スタン	PROPN	2
スターズ	NOUN	2
スティーブン	PROPN	2
ステイン	NOUN	2
ステンド	NOUN	2
ストイック	ADJ	2
ストック	VERB	2
ストップ	VERB	2
ストライプ	NOUN	2
ストラテジー	NOUN	2
ストレッチ	NOUN	2
ストロンチウム	NOUN	2
ストーカー	NOUN	2
ストーブ	PROPN	2
スニーカー	NOUN	2
スヌーピー	PROPN	2
スノーボーダー	NOUN	2
スパイ	ADJ	2
スパッツ	NOUN	2
スパナ	NOUN	2
スパム	NOUN	2
スペリオル	PROPN	2
スペルミス	PROPN	2
スポイト	NOUN	2
スミレ	NOUN	2
スモール	NOUN	2
スライダー	NOUN	2
スライド	NOUN	2
スリ	PROPN	2
スリジャヤワルダナプラコッテ	PROPN	2
スリランカ	PROPN	2
スリリング	ADJ	2
スリーブ	NOUN	2
スルー	VERB	2
スロット	NOUN	2
スロベニア	PROPN	2
スローモーション	NOUN	2
スワヒリ	NOUN	2
スワローズ	NOUN	2
スーダン	PROPN	2
スーパー	PROPN	2
ズキズキ	ADV	2
ズッキーニ	PROPN	2
ズル休み	NOUN	2
セカンド	NOUN	2
セシウム	NOUN	2
セシル	PROPN	2
セッション	NOUN	2
セッティング	NOUN	2
セフレ	NOUN	2
セラピスト	NOUN	2
セレモニー	NOUN	2
セロテープ	NOUN	2
センサー	NOUN	2
センチメンタル	ADJ	2
センチメートル	NOUN	2
セントルイス	PROPN	2
センパイ	PROPN	2
セーブ	NOUN	2
ゼウス	PROPN	2
ソ	NOUN	2
ソウル	NOUN	2
ソウル	PROPN	2
ソナチネ	NOUN	2
ソフィア	PROPN	2
ソフィー	PROPN	2
ソフトボール	NOUN	2
ソリ	NOUN	2
ソーラー	NOUN	2
ゾッと	ADV	2
ゾーン	NOUN	2
タイ	NOUN	2
タイト	ADJ	2
タイプ	VERB	2
タイプミス	NOUN	2
タイル	NOUN	2
タカシ	NOUN	2
タガログ	PROPN	2
タケオ	PROPN	2
タコス	NOUN	2
タダ	ADJ	2
タチ	NOUN	2
タッチ	VERB	2
タツノオトシゴ	NOUN	2
タヒチ	PROPN	2
タフスト	PROPN	2
タブー	NOUN	2
タマ	PROPN	2
タマゴ	NOUN	2
タミ	PROPN	2
タメ	NOUN	2
タメ口	NOUN	2
タラ	PROPN	2
タロット	NOUN	2
タロー	PROPN	2
ターゲット	NOUN	2
ダイアナ	PROPN	2
ダイジェスト	NOUN	2
ダイバー	NOUN	2
ダウ	PROPN	2
ダスト	NOUN	2
ダビデ	PROPN	2
ダブリン	PROPN	2
ダラダラ	ADJ	2
ダントツ	NOUN	2
ダンベル	NOUN	2
ダンボ	NOUN	2
ダンボール	NOUN	2
チアリーダー	NOUN	2
チェコスロバキア	PROPN	2
チェリー	NOUN	2
チカチカ	ADV	2
チクチク	ADV	2
チズコ	NOUN	2
チタン	PROPN	2
チャイナ	NOUN	2
チャイナタウン	NOUN	2
チャック	PROPN	2
チャック	VERB	2
チャックス	NOUN	2
チャックス	PROPN	2
チャット	NOUN	2
チャラ	NOUN	2
チャリ通	NOUN	2
チャレンジ	NOUN	2
チャーミング	ADJ	2
チャーミング	NOUN	2
チャールストン	PROPN	2
チューナー	NOUN	2
チューリッヒ	PROPN	2
チューリップ	PROPN	2
チョイ	NOUN	2
チョイス	NOUN	2
チョキ	NOUN	2
チョコレイト	NOUN	2
チョッキ	NOUN	2
チリ	PROPN	2
チンパンジー	NOUN	2
チーク	NOUN	2
チーズ	PROPN	2
チーター	PROPN	2
チームメイト	NOUN	2
チームワーク	NOUN	2
ッ	ADJ	2
ッて	SCONJ	2
ッと	ADP	2
ツタ	NOUN	2
ツナサンド	NOUN	2
ツレ	NOUN	2
ツン	ADV	2
ツンデレ	NOUN	2
ティナ	PROPN	2
ティフュル	PROPN	2
ティミー	PROPN	2
ティー	PROPN	2
ティースプーン	NOUN	2
テクノ	NOUN	2
テッサロニキ	PROPN	2
テッド	NOUN	2
テニス	PROPN	2
テネシー	PROPN	2
テュルリー	PROPN	2
テリア	NOUN	2
テリー	NOUN	2
テルミン	PROPN	2
テロリズム	NOUN	2
デ	NOUN	2
ディスカウント	NOUN	2
ディスカッション	NOUN	2
ディスコ	PROPN	2
ディスプレイ	NOUN	2
ディッシュ	NOUN	2
ディベート	NOUN	2
ディーン	PROPN	2
デイモン	PROPN	2
デオドラント	NOUN	2
デッド	NOUN	2
デネット	PROPN	2
デビュー	VERB	2
デブる	PROPN	2
デマ	NOUN	2
デメリット	NOUN	2
デモンストレーション	NOUN	2
デリカテッセン	PROPN	2
デヴィッド	PROPN	2
ト	NOUN	2
トゥロット	PROPN	2
トゲ	NOUN	2
トッピング	NOUN	2
トトロ	PROPN	2
トモ	PROPN	2
トランス	NOUN	2
トランプ	PROPN	2
トリノ	PROPN	2
トルストイ	PROPN	2
トレー	NOUN	2
トレード	VERB	2
トロンボーン	NOUN	2
